Original sample number,Handle,Site name,scientificName,order,superfamily*,family,subfamily*,genus,specificEpithet,scientificNameAuthorship,organismQuantity,lifeStage,sex,sexRatio*,males,females,males and females text,recordedBy,continent,waterBody,islandGroup,island,country,stateProvince,municipality,locality,verbatimLocality,geodeticDatum,decimalLatitude,decimalLongitude,verbatimElevation,typeLocality*,verbatimDepth,year,month,day,eventDate,habitat,substrate*,vegetation*,temperature*,pH*,conductivity*,salinity*,dissolved oxygen*,basisOfRecord,nameInPaper,bibliographicCitation,comments*
3.2.2,EA000059,Yakutsk,"Cypris triaculeata Daday, 1892",Podocopida,Cypridoidea,Cyprididae,Cypridinae,Cypris,triaculeata,"Daday, 1892",3,adult,female,,,,3 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Yakutsk,Promyshlennyy Rayon,Old water pond on Lena Island at the port of Yakutsk,,62.035080,129.775994,,,,1974,07,08,1974/07/08,pond,mud,,,,,,,published record,"Cypris pubera O. F. Müller, 1776","Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
3.2.2,EA000059,Yakutsk,"Physocypria kraepelini G. W. Müller, 1903",Podocopida,Cypridoidea,Candonidae,Cyclocypridinae,Physocypria,kraepelini,"G. W. Müller, 1903",161,adult,male | female,51.6,83,78,83 males & 78 females,"Pietrzeniuk, Erika",Asia,,,,Russia,Sakha Republic,Yakutsk,Promyshlennyy Rayon,Old water pond on Lena Island at the port of Yakutsk,,62.035080,129.775994,,,,1974,07,08,1974/07/08,pond,mud,,,,,,,published record,Physocypris fadeewi subsp. B,"Pietrzeniuk, E. 1977. Ostracoden aus Thermokarstseen und Altwässern in Zentral-Jakutien. Mitteilungen aus dem Zoologischen Museum in Berlin, 53 (2), 331–364, + 6 plates.",Coordinates approximate.
,EA000060,Inujima,"Paracypria inujimensis (Okubo, 1980)",Podocopida,Cypridoidea,Candonidae,Paracypridinae,Paracypria,inujimensis,"(Okubo, 1980)",,adult,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Inujima,Japan,Okayama Prefecture,Higashi Ward,Inujima,Inu-jima,,34.566110,134.103611,0,,,1978,07,18,1978-07-18,intertidal,stones,,,,,,,published record,Thalassocypria inujimensis sp. nov.,"Okubo, I. 1980. Three new species of the family Candonidae (Ostracoda) from the Inland Sea of Japan. Proceedings of the Japanese Society of Systematic Zoology, 18, 18-27.","Brackish water? Intertidal zone of stony shore, where algae grew thick."
,EA000061,Mukaishima Marine Biological Station,"Dolerocypria mukaishimensis Okubo, 1980",Podocopida,Cypridoidea,Candonidae,Paracypridinae,Dolerocypria,mukaishimensis,"Okubo, 1980",,,female,,,,females,"Okubo, Ichiro",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,Mukaishima Marine Biological Station,,34.393611,133.199444,,,,1980,,,1980--,,,,,,,,,published record,Dolerocypria mukaishimensis sp. nov.,"Okubo, I. 1980. Three new species of the family Candonidae (Ostracoda) from the Inland Sea of Japan. Proceedings of the Japanese Society of Systematic Zoology, 18, 18-27.",Brackish water? Found on muddy sand.
,EA000062,Khanka Lake,"Athalocythere chankensis Schornikov, 1986",Podocopida,Cytheroidea,Limnocytheridae,Limnocytherinae,Athalocythere,chankensis,"Schornikov, 1986",250,,female,,,,250 females,"Schornikov, Eugen, I.",Asia,Khanka Lake,,,Russia,Primorsky Krai,,,,,44.939139,132.378793,64,O,,1971,04,22,1971-04-22,lake,,,,,,,,published record,"Athalocythere chankensis Schornikov, sp. n.","Schornikov, E. I. 1986. [New taxa of the ostracod Limnocytheridae from Far-Eastern and Central Asian waterbodies.] In: Levanidova, I. M. (ed.), Donnye organizmy presnykh vod Dalnego Vostoka. Vladivostok: Dal’nevostochnoe otdelenie AN SSSR, pp. 19–29. [In Russian]",Coordinates approximate as not given in publication.
J001,EA000063,Mukaishima,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, 500m south of Tsubuta",,34.393611,133.199440,,,,1986,11,7,1986-11-7,container,,,14.0,7.5,360,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete container, Lemna cover 70%, H2S smell."
J002,EA000064,Mukaishima,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",100,,,,,,100 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, 500m south of Tsubuta",,34.393611,133.199444,,,,1986,11,7,1986-11-7,container,,,14.0,8.9,290,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete container, Lemna cover 20%, thick layer of detritus and leaf litter."
J002,EA000064,Mukaishima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, 500m south of Tsubuta",,34.393611,133.199444,,,,1986,11,7,1986-11-7,container,,,14.0,8.9,290,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete container, Lemna cover 20%, thick layer of detritus and leaf litter."
J004,EA000065,Mukaishima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just north of bridge to Innoshima",,34.393611,133.199444,,,,1986,11,8,1986-11-8,container,,,15.0,8.2,340,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete container, with leaves, detritus and dead insects."
J010,EA000066,Mukaishima,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",80,,,,,,80 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just west of Eno-oku",,34.393611,133.199444,,,,1986,10,14,1986-10-14,"ditch, concrete",,,21.5,7.8,340,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch with steep sides, thin layer of silty mud, some Cladophora, some Lemna."
J010,EA000066,Mukaishima,"Ilyocypris angulata Sars, 1903",Podocopida,Cypridoidea,Ilyocyprididae,Ilyocypridinae,Ilyocypris,angulata,"Sars, 1903",65,,,,,,65 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just west of Eno-oku",,34.393611,133.199444,,,,1986,10,14,1986-10-14,"ditch, concrete",,,21.5,7.8,340,,,published record,Ilyocypris angulata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch with steep sides, thin layer of silty mud, some Cladophora, some Lemna."
J010,EA000066,Mukaishima,"Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",25,,,,,,25 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just west of Eno-oku",,34.393611,133.199444,,,,1986,10,14,1986-10-14,"ditch, concrete",,,21.5,7.8,340,,,published record,Dolerocypris fasciata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch with steep sides, thin layer of silty mud, some Cladophora, some Lemna."
J010,EA000066,Mukaishima,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just west of Eno-oku",,34.393611,133.199444,,,,1986,10,14,1986-10-14,"ditch, concrete",,,21.5,7.8,340,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch with steep sides, thin layer of silty mud, some Cladophora, some Lemna."
J011,EA000067,Mukaishima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",20,,,,,,20 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,Mukaishima Marine Biological Station,,34.393611,133.199444,,,,1986,10,16,1986-10-16,"ditch, concrete",,,22.0,7.7,400,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch, with thin layer of sand, leaf litter and some silt."
J012,EA000068,Mukaishima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",1000,,,,,,1000 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,Mukaishima Marine Biological Station,,34.393611,133.199444,,,,1986,10,16,1986-10-16,"ditch, concrete",,,21.0,6.4,600,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch, with thin layer of sand and gravel with black silt and some leaf litter; foul, whitish water with oily spots on surface."
J012,EA000068,Mukaishima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",500,,,,,,500 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,Mukaishima Marine Biological Station,,34.393611,133.199444,,,,1986,11,5,1986-11-5,"ditch, concrete",,,16.0,7.5,560,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch, with thin layer of sand and gravel with black silt and some leaf litter; foul, whitish water with oily spots on surface."
J015,EA000069,Akiyoshi-cho,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Akiyoshi-cho,,Akiyoshi-do,,34.209400,131.292000,,,,1986,10,18,1986-10-18,"gutter, concrete",,,17.0,7.1,210,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete gutter next to road,thin layer of silt, with some coarse sand and gravel."
J027,EA000070,Shimonoseki,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",80,,,,,,80 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"container, concrete",,,16.0,8.1,190,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Circular concrete container, at edge of rice field.  Some Lemna."
J028,EA000071,Shimonoseki,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",12,,,,,,12 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"container, concrete",,,16.0,8.6,120,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.",Open concrete container in middle of rice field.
J029,EA000072,Shimonoseki,"Cyprinotus cassidula Smith & Chang, 2020",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Cyprinotus,cassidula,"Smith & Chang, 2020",2,,male | female,50,1,1,1 male & 1 female,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"ditch, concrete",,,20.0,7.2,170,,,published record,Cyprinotus uenoi,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch along road and rice fields, with thin layer of mud and coarse sand, some aquatic vegatation along one side near small waterfall."
J029,EA000072,Shimonoseki,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"ditch, concrete",,,20.0,7.2,170,,,published record,Heterocypris incongruens cf. attenuata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch along road and rice fields, with thin layer of mud and coarse sand, some aquatic vegatation along one side near small waterfall."
J029,EA000072,Shimonoseki,"Ilyocypris angulata Sars, 1903",Podocopida,Cypridoidea,Ilyocyprididae,Ilyocypridinae,Ilyocypris,angulata,"Sars, 1903",7,,,,,,7 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"ditch, concrete",,,20.0,7.2,170,,,published record,Ilyocypris angulata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch along road and rice fields, with thin layer of mud and coarse sand, some aquatic vegatation along one side near small waterfall."
J029,EA000072,Shimonoseki,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",5,,,,,,5 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Shimonoseki,,,,34.185188,130.988095,,,,1986,10,21,1986-10-21,"ditch, concrete",,,20.0,7.2,170,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch along road and rice fields, with thin layer of mud and coarse sand, some aquatic vegatation along one side near small waterfall."
J030,EA000073,Kikugawa-cho,"Dolerocypris sinensis Sars, 1903",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,sinensis,"Sars, 1903",1,,,,,,1 specimen,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Yamaguchi Prefecture,Kikugawa-cho,,Kamitabe,,34.118333,131.036111,,,,1986,10,21,1986-10-21,well,,,19.0,6.7,78,,,published record,Dolerocypris sinensis,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Well, lined with granite blocks, covered with wooden and metal lid."
J033,EA000074,Mukaishima,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",100,,,,,,100 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, SW of Michigoe.",,34.393611,133.199444,,,,1986,11,7,1986-11-7,"container, concrete",,,16.0,9.1,470,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.",Concrete basin in orange grove.
J034,EA000075,Mukaishima,"Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",3,,,,,,3 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Mukaishima,Japan,Hiroshima Prefecture,Mukaishima,,"Mukaishima-cho, just west of Marine Biological Station.",,34.393611,133.199444,,,,1986,11,10,1986-11-10,"container, concrete",,,15.0,8.7,260,,,published record,Dolerocypris fasciata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete container, Lemna cover 2%."
J038,EA000076,Higashi-Hiroshima,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",2,,,,,,2 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Honshu,Japan,Hiroshima Prefecture,Higashi-Hiroshima,,Befu Mitishita,,34.416660,132.733300,,,,1986,10,26,1986-10-26,well,,,19.0,6.5,180,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Shallow concrete well with metal lid, bottom very silty, a bit smelly."
J049,EA000077,Innoshima,"Heterocypris incongruens (Ramdohr, 1808)",Podocopida,Cypridoidea,Cyprididae,Cyprinotinae,Heterocypris,incongruens,"(Ramdohr, 1808)",500,,,,,,500 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Innoshima,Japan,Hiroshima Prefecture,Onomichi,Innoshima,Innoshima-shi,,34.283330,133.183330,,,,1986,11,10,1986-11-10,puddle,,,16.0,7.8,340,,,published record,Heterocypris incongruens incongruens,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","95% juveniles.  Small oval puddle in sand and gravel, next to dried out ditches."
J051,EA000078,Innoshima,"Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",200,,,,,,200 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Innoshima,Japan,Hiroshima Prefecture,Onomichi,Innoshima,Innoshima-shi,,34.283330,133.183330,,,,1986,11,10,1986-11-10,"ditch, concrete",,,21.0,9.3,460,,,published record,Dolerocypris fasciata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete ditch along road, slowly flowing, fine layer of silt on sand and gravel.  "
J057,EA000079,Naha,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",3,,,,,,3 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Naha,,"Sueyoshi (NW Naha), Nishinokawa Spring",,26.227636,127.715278,,,,1986,11,22,1986-11-22,spring,,,24.0,8.1,620,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Spring captured in container made of bricks and lined with concrete, some light brown gravel."
J058,EA000080,Naha,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",300,,,,,,300 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Naha,,"Sueyoshi (NW Naha), Nishinokawa Spring",,26.227636,127.715278,,,,1986,11,22,1986-11-22,"container, concrete",,,24.0,8.3,560,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete basin with water dripping in from rock wall.  Bottom light-brown gravel, cobbles and mud, in places with leaf litter."
J058,EA000080,Naha,"Dolerocypris fasciata (O. F. Müller, 1776)",Podocopida,Cypridoidea,Cyprididae,Dolerocypridinae,Dolerocypris,fasciata,"(O. F. Müller, 1776)",40,,,,,,40 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Naha,,"Sueyoshi (NW Naha), Nishinokawa Spring",,26.227636,127.715278,,,,1986,11,22,1986-11-22,"container, concrete",,,24.0,8.3,560,,,published record,Dolerocypris fasciata,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Open concrete basin with water dripping in from rock wall.  Bottom light-brown gravel, cobbles and mud, in places with leaf litter."
J060,EA000081,Tamagusuku,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",9,,,,,,9 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Nanjo,Tamagusuku,Yaaji Cave,,26.133330,127.766660,,,,1986,11,24,1986-11-24,cave,,,23.0,8.0,900,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Cave; total darkness.  Pool bottom very muddy with limestone ridges, mud mixed with limestone sand.  "
J065,EA000082,Tamagusuku,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",35,,,,,,35 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Nanjo,Tamagusuku,200M west of Shikiya,,26.133330,127.766660,,,,1986,11,24,1986-11-24,"container, concrete",,,24.0,8.3,780,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Concrete container, partly covered, with water falling in from pipe above and flowing out via overflow."
J066,EA000083,Itoman,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",6,,,,,,6 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Itoman,,"Katashi spring, just west of main road in Takamine",,26.119200,127.677000,,,,1986,11,24,1986-11-24,spring,,,25.0,8.0,500,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Spring captured in basin lined with stones; water overflows edge of basin.  Bottom stones, sand and gravel.  Cladophora type algae."
J067,EA000084,Itoman,"Stenocypris major (Baird, 1859)",Podocopida,Cypridoidea,Cyprididae,Herpetocypridinae,Stenocypris,major,"(Baird, 1859)",12,,,,,,12 specimens,"Broodbakker, Nico W.",Asia,,Japanese archipelago,Okinawa Island,Japan,Okinawa Prefecture,Itoman,,500m N of Takamine,,26.119200,127.677000,,,,1986,11,24,1986-11-24,spring,,,25.0,8.0,610,,,published record,Stenocypris major,"Broodbakker, N. W. 1988. Ecology and distribution of groundwater Crustacea and freshwater Ostracoda in SW Honshu and the Nansei Islands, Japan. Verlagen en Technische Gegevens Institute voor Taxonomische Zoologie, 53, 1-21.","Spring in sugar cane field, flowing into small basin lined with stones and flowing over edge.  Some aquatic vegetation, soft mud on bottom."
