GENUS,SPECIES,SUBSPECIES,AUTHOR,YEAR,PUBLISHED?,REFERENCE,NAME IN REFERENCE,LONDEG,LONMIN,LONSEC,LATDEG,LATMIN,LATSEC,COUNTRY,REGION,LOCALITY,SITE,DAY,MONTH,YEAR,NO SPEC,MALES?,SEX RATIO,ALTITUDE,DEPTH,pH,TEMP,COND,ENVIRONMENT,NATURAL HABITAT,ARTIFICIAL HABITAT,DURATION,WATER CHEMISTRY,SUBSTRATE,VEGETATION,AGE,ZONE OF COLL,COMMENTS,VALIDATION STATUS OF COORDINATES
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-9,-5,0,53,20,8,Ireland,Connemara (Galway),Lough Corrib,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,An extensive lough; coordinates approximate for southern basin near Galway town.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-9,-44,-22,53,30,40,Ireland,Connemara (Galway),Lough Inagh,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of lough.,amber
Paracandona,euplectella,,(Robertson),1889,1,Brady & Norman 1889,Candona euplectella Robertson M.S.(1880),-3,-25,-26,55,7,50,Scotland,,Lochmaben,Broomhill Loch,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be Halleaths Loch, just S of Broomhill (farm?) on 1860s OS map, named Brumel Loch on 1900s OS map; now infilled/drained and covered by woodland.",green
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-3,-26,-51,55,8,2,Scotland,,Lochmaben,Mill Loch,,,,,U,,52,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,green
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-9,-24,-30,53,25,18,Ireland,Connemara,Lough Agraffard,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,green
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-3,-26,-29,55,7,45,Scotland,,Lochmaben,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for Lochmaben town (there is no loch of this name); there are several small lochs in the vicinity.,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-3,-26,-29,55,7,45,Scotland,,Lochmaben,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for Lochmaben town (there is no loch of this name); there are several small lochs in the vicinity.,amber
Paracandona,euplectella,,(Robertson),1889,1,Brady & Norman 1889,Candona euplectella Robertson M.S.(1880),-3,-28,-30,55,8,26,Scotland,,Lochmaben,Year Blind Loch,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Two small lochans adjacent, together called Blind Lochs; the name ""Year Blind Loch"" has not been found. The coordinates are for the larger of the two lochans.",amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-4,-35,-15,56,4,26,Scotland,,Loch Lomond,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of this large loch.,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Brady & Norman 1889,Notodromas monacha (Muller),-3,-26,-29,55,7,45,Scotland,,Lochmaben,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for Lochmaben town (there is no loch of this name); there are several small lochs in the vicinity.,amber
Cyclocypris,globosa,,(Sars),1863,1,Brady & Norman 1889,Cyclocypris globosa (Sars),-3,-26,-29,55,7,45,Scotland,,Lochmaben,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for Lochmaben town (there is no loch of this name); there are several small lochs in the vicinity.,amber
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,-4,-32,-36,55,25,52,Scotland,Ayrshire,Loch Fergus,,,,,,U,,96,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,green
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Cypridopsis villosa (Jurine),-4,-32,-36,55,25,52,Scotland,Ayrshire,Loch Fergus,,,,,,U,,96,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,green
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-4,-19,-50,55,41,59,Scotland,,Lochgoin,,,,,,U,,261,,,,,LENTIC,,RESERVOIR,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Also as Lochgoyn; reservoir.,green
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-5,-4,-15,55,48,21,Scotland,Bute,Loch Fadd,Pools near Loch Fadd,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Original reference states pools near Loch Fadd. Coordinates approximate for an arbitrarily chosen location on the E shore of Loch Fadd.,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Brady & Norman 1889,Notodromas monacha (Muller),-5,-4,-15,55,48,-21,Scotland,Bute,Loch Fadd,Pools near Loch Fadd,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Original reference states pools near Loch Fadd. Coordinates approximate for an arbitrarily chosen location on the E shore of Loch Fadd.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-4,-38,-5,54,51,45,Scotland,Kircudbrightshire,Loch Fell (Fell Loch),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Loch fell is a fell not a loch. Locality assumed to be Fell Loch.,green
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-3,-41,-20,55,0,58,Scotland,Kircudbrightshire,Loch Aber,,,,,,U,,93,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be Lochaber Loch,green
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-3,-41,-20,55,0,58,Scotland,Kircudbrightshire,Loch Aber,,,,,,U,,93,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be Lochaber Loch,green
Pseudocandona,rostrata,,(Brady & Norman),1889,1,Brady & Norman 1889,Candona rostrata n.sp.,-3,-41,-20,55,0,58,Scotland,Kircudbrightshire,Loch Aber,,,,,,U,,93,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be Lochaber Loch,green
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,-3,-41,-20,55,0,58,Scotland,Kircudbrightshire,Loch Aber,,,,,,U,,93,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be Lochaber Loch,green
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-3,-41,-20,55,0,58,Scotland,Kircudbrightshire,Loch Aber,,,,,,U,,93,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be Lochaber Loch,green
Pseudocandona,rostrata,,(Brady & Norman),1889,1,Brady & Norman 1889,Candona rostrata n.sp.,-5,-35,-56,57,16,54,Scotland,,Loch Alsh,,,,,,U,,,,,,,,,,,,,,,,"Insufficient locality information; Loch Alsh is a sea loch, presumably collection was from an adajacent pool or loch.",red
Potamocypris,fulva,,(Brady),1868,1,Brady & Norman 1889,Potamocypris fulva Brady,-5,-2,-41,55,49,4,Scotland,Bute,Loch Ascog,Ditches/pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of Loch Ascog.,amber
Cyclocypris,globosa,,(Sars),1863,1,Brady & Norman 1889,Cyclocypris globosa (Sars),-5,-2,-41,55,49,4,Scotland,Bute,Loch Ascog,Ditches/pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of Loch Ascog.,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-5,-2,-41,55,49,4,Scotland,Bute,Loch Ascog,Ditches/pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of Loch Ascog.,amber
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Potamocypris villosa (Jurine),-5,-2,-41,55,49,4,Scotland,Bute,Loch Ascog,Ditches/pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for approx. centre of Loch Ascog.,amber
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Cypridopsis villosa (Jurine),-5,-4,-15,55,48,21,Scotland,Bute,Loch Fadd,Pools near Loch Fadd,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Original reference states pools near Loch Fadd. Coordinates approximate for an arbitrarily chosen location on the E shore of Loch Fadd.,amber
Scottia,pseudobrowniana,,Kempf,1971,1,Brady & Norman 1889,Scottia browniana (Jones),-5,-4,-15,55,48,21,Scotland,Bute,Loch Fadd,Pools near Loch Fadd,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Original reference states pools near Loch Fadd. Coordinates approximate for an arbitrarily chosen location on the E shore of Loch Fadd.,amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Cypridopsis (?) newtoni Brady & Robertson,0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Heterocypris,salina,,(Brady),1868,1,Brady & Norman 1889,Cypris prasina Fischer,0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Bradleycypris,obliqua,,(Brady),1868,1,Brady & Norman 1889,Cypris obliqua Brady,0,-12,-22,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Prionocypris,zenkeri,,(Chyzer & Toth),1858,1,Brady & Norman 1889,Erpetocypris serrata (Norman),0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Brady & Norman 1889,Cypridopsis variegata n.sp.,0,-12,-2,52,29,52,England,Cambridgeshire,Whittlesea,Dyke/Mere,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Originally entered as Whittlesea, corrected to Whittlesey. Whittlesey Mere lake was drained for farmland  in 1848 but has since been subject to occasional flooding. Coordinates approximate.",amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-4,-4,-20,55,52,34,Scotland,Glasgow,Woodend Loch,,,,,,U,,79,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,green
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,1,25,8,52,41,55,England,,Wroxham Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates for approx. centre of lake.,green
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,1,25,8,52,41,55,England,,Wroxham Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates for approx. centre of lake.,green
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-2,-17,-13,55,32,30,Scotland,,Yetholm,pond,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates for a pond on SE edge of Yetholm town.,amber
Isocypris,beauchampi,,(Paris),1920,1,Loffler 1969,Isocypris quadrisetosa,9,44,35,47,30,21,Austria,,Lake Constance,Bregenz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal are of lake near Bregenz.,amber
Isocypris,beauchampi,,(Paris),1920,1,Loffler 1969,Isocypris quadrisetosa,9,44,35,47,30,21,Austria,,Lake Constance,Bregenz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal are of lake near Bregenz.,amber
Dolerocypris,fasciata,,(O.F. Mueller),1776,1,Loffler 1969,Doleocypris fasciata,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Dolerocypris,fasciata,,(O.F. Mueller),1776,1,Loffler 1969,Doleocypris fasciata,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,29,14,47,38,54,Germany,Bayern,Lake Constance,Friedrichshafen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Friedrichshafen.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,10,0,47,45,40,Germany,Bayern,Lake Constance,Uberlingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Uberlingen.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,3,30,47,48,50,Germany,Bayern,Lake Constance,Ludwigshafen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Ludwigshafen.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,18,0,47,36,40,Switzerland,,Lake Constance,Guttingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Guttingen.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,18,0,47,36,40,Switzerland,,Lake Constance,Guttingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Guttingen.,amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Loffler 1969,Potamocypris variegata,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Loffler 1969,Potamocypris variegata,9,10,54,47,39,42,Germany,Bayern,Lake Constance,Konstanz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Konstanz.,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,12,30,47,39,25,Germany,Bayern,Lake Constance,Konstanz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Konstanz. Up_to_250_m.,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,12,30,47,39,25,Germany,Bayern,Lake Constance,Konstanz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Konstanz. Up_to_250_m,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,10,0,47,45,30,Germany,Bayern,Lake Constance,Uberlingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_250_m,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,10,0,47,45,30,Germany,Bayern,Lake Constance,Uberlingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_250_m.,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,44,0,47,31,0,Austria,,Lake Constance,Bregenz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Bregenz. Up_to_250_m.,amber
Candona,candida,,(O.F. Mueller),1776,1,Loffler 1969,Candona candida,9,44,0,47,31,0,Austria,,Lake Constance,Bregenz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Bregenz. Up_to_250_m.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,29,14,47,38,54,Germany,Bayern,Lake Constance,Friedrichshafen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Friedrichshafen.,amber
Cypridopsis,vidua,,(O.F. Mueller),1776,1,Loffler 1969,Cypridopsis vidua,9,10,0,47,45,40,Germany,Bayern,Lake Constance,Uberlingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,LITTORAL,Coordinates approx. for coastal zone of lake near Uberlingen.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,10,0,47,45,35,Germany,Bayern,Lake Constance,Uberlingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_50_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,10,0,47,45,35,Germany,Bayern,Lake Constance,Uberlingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_50_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,29,14,47,38,34,Germany,Bayern,Lake Constance,Friedrichshafen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Friedrichshafen. Up_to_50_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,29,14,47,38,54,Germany,Bayern,Lake Constance,Friedrichshafen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Friedrichshafen. Up_to_50_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,12,30,47,39,25,Germany,Bayern,Lake Constance,Konstanz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Konstanz. Up_to_250_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,12,20,47,39,25,Germany,Bayern,Lake Constance,Konstanz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Konstanz. Up_to_50_m.,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,44,0,47,30,45,Austria,,Lake Constance,Bregenz,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Bregenz. Up_to_50_m,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,44,0,47,30,45,Austria,,Lake Constance,Bregenz,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Bregenz. Up_to_50_m,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,18,0,47,37,0,Switzerland,,Lake Constance,Guttingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for  lake near Guttingen. Up_to_50_m,amber
Fabaeformiscandona,levanderi,,(Hirschmann),1912,1,Loffler 1969,Candona levanderi,9,18,0,47,37,0,Switzerland,,Lake Constance,Guttingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for  lake near Guttingen. Up_to_50_m.,amber
Cypria,ophtalmica,,(Jurine),1820,1,Loffler 1969,Cypria ophthalmica,9,41,23,47,32,30,Germany,Bayern,Lake Constance,Lindau,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Lindau. Up_to_250_m,amber
Cypria,ophtalmica,,(Jurine),1820,1,Loffler 1969,Cypria ophthalmica,9,41,23,47,32,30,Germany,Bayern,Lake Constance,Lindau,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx.  for lake near Lindau. Up_to_250_m,amber
Cypria,ophtalmica,,(Jurine),1820,1,Loffler 1969,Cypria ophthalmica,9,10,0,47,45,30,Germany,Bayern,Lake Constance,Uberlingen,,,1961,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_250_m,amber
Cypria,ophtalmica,,(Jurine),1820,1,Loffler 1969,Cypria ophthalmica,9,10,0,47,45,30,Germany,Bayern,Lake Constance,Uberlingen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Uberlingen. Up_to_250_m,amber
Cypria,ophtalmica,,(Jurine),1820,1,Loffler 1969,Cypria ophthalmica,9,3,30,47,48,40,Germany,Bayern,Lake Constance,Ludwigshafen,,,1964,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,UNKNOWN,,Coordinates approx. for lake near Ludgwigshafen. Up_to_250_m,amber
