GENUS,SPECIES,SUBSPECIES,AUTHOR,YEAR,PUBLISHED?,REFERENCE,NAME IN REFERENCE,LONDEG,LONMIN,LONSEC,LATDEG,LATMIN,LATSEC,COUNTRY,REGION,LOCALITY,SITE,DAY,MONTH,YEAR,NO SPEC,MALES?,SEX RATIO,ALTITUDE,DEPTH,pH,TEMP,COND,ENVIRONMENT,NATURAL HABITAT,ARTIFICIAL HABITAT,DURATION,WATER CHEMISTRY,SUBSTRATE,VEGETATION,AGE,ZONE OF COLL,COMMENTS,VALIDATION STATUS OF COORDINATES
Tonnacypris,lutaria,,(Koch),1838,1,Brady & Norman 1889,Erpetocypris strigata (O.F. Muller),-4,-15,-52,55,46,7,Scotland,Lanarkshire,Thorntonhall,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-3,-58,-52,56,35,44,Scotland,Perth and Kinross,Taymouth Castle,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Coordinates for a pond immediately N of the castle, shown on 1860s OS map but no longer existing.",green
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Cypridopsis villosa (Jurine),-3,-58,-52,56,35,44,Scotland,Perth and Kinross,Taymouth Castle,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Coordinates for a pond immediately N of the castle, shown on 1860s OS map but no longer existing.",green
Fabaeformiscandona,fabaeformis,,(Fischer),1851,1,Brady & Norman 1889,Candona fabaeformis (Fischer),-3,-58,-52,56,35,44,Scotland,Perth and Kinross,Taymouth Castle,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Coordinates for a pond immediately N of the castle, shown on 1860s OS map but no longer existing.",green
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-5,-24,-55,55,51,47,Scotland,Loch Fyne,Tarbert,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Tonnacypris,lutaria,,(Koch),1838,1,Brady & Norman 1889,Erpetocypris strigata (O.F. Muller),-3,-58,-52,56,35,44,Scotland,,Taymouth Castle,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Coordinates for a pond immediately N of the castle, shown on 1860s OS map but no longer existing.",green
Tonnacypris,lutaria,,(Koch),1838,1,Brady & Norman 1889,Erpetocypris strigata (O.F. Muller),-1,-22,-36,54,56,13,England,,Sunderland,Stream Fulwell Cemetery,,,,,U,,,,,,,LOTIC,STREAM,,PERMANENT,FRESHWATER,,,,,"Mere Knolls Cemetery, N of Fulwell and with a stream forming its northern boundary.",amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),-5,-24,-55,55,51,47,Scotland,Loch Fyne,Tarbert,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Heterocypris,incongruens,,(Ramdohr),1808,1,Brady & Norman 1889,Cypris incongruens Ramdohr,0,-47,-43,54,33,22,England,Yorkshire,Staithes,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Eucypris,elliptica,,(Baird),1846,1,Brady & Norman 1889,Cypris elliptica Baird,-1,-54,-22,54,56,49,England,Northumberland,Stocksfield,Pond,,,,,U,,,,,,,LENTIC,POND,,,FRESHWATER,,,,,,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-1,-23,0,54,54,24,England,,Sunderland,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates approx. for town centre.,amber
Potamocypris,fulva,,(Brady),1868,1,Brady & Norman 1889,Potamocypris fulva Brady,-1,-22,-36,54,56,13,England,,Sunderland,Stream Fulwell Cemetery,,,,,U,,,,,,,LOTIC,STREAM,,PERMANENT,FRESHWATER,,,,,"Mere Knolls Cemetery, N of Fulwell and with a stream forming its northern boundary.",amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),-6,-12,0,57,18,0,Scotland,,Isle of Skye,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Large island, site unspecified. Coordinates approx. for centre of island.",red
Potamocypris,variegata,,(Brady & Norman),1889,1,Brady & Norman 1889,Cypridopsis variegata n.sp.,-6,-12,0,57,18,0,Scotland,,Isle of Skye,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Large island, site unspecified. Coordinates approx. for centre of island.",red
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-6,-12,0,57,18,0,Scotland,,Isle of Skye,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Large island, site unspecified. Coordinates approx. for centre of island.",red
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-3,-11,-23,51,29,7,Wales,,Cardiff,Sophia Gardens (pond),,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates for pond in Sophia Gardens shown on 1880s OS map but no longer existing.,amber
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Cypridopsis villosa (Jurine),-6,-12,0,57,18,0,Scotland,,Isle of Skye,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Large island, site unspecified. Coordinates approx. for centre of island.",red
Bradleycypris,obliqua,,(Brady),1868,1,Brady & Norman 1889,Cypris obliqua Brady,-6,-12,0,57,18,0,Scotland,,Isle of Skye,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Large island, site unspecified. Coordinates approx. for centre of island.",red
Pseudocandona,compressa,,(Koch),1838,1,Brady & Norman 1889,Candona pubescens (Koch),-1,-26,-57,54,37,28,England,Co. Durham,Sedgefield,Pond in Foxton Lane,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approximate. Spring Lane leading S from Sedgefield leads to Foxton (about 3 km S) and is named Foxton Lane as it approaches Foxton.,amber
Eucypris,ornata,,(O.F. Mueller),1776,1,Brady & Norman 1889,Cypris ornata O.F. Muller,-1,-21,-18,54,45,4,England,Co. Durham,Shotton Hall,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Coordinates for fish pond immediately E of Shotton Hall, visible on 1890s OS map and still existing.",green
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-1,-28,-39,55,4,50,England,Northumberland,Seaton Sluice,Pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Eucypris,elliptica,,(Baird),1846,1,Brady & Norman 1889,Cypris elliptica Baird,-1,-26,-57,54,37,28,England,Co. Durham,Sedgefield,Pond in Foxton Lane,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approximate. Spring Lane leading S from Sedgefield leads to Foxton (about 3 km S) and is named Foxton Lane as it approaches Foxton.,amber
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-1,-26,-57,54,37,28,England,Co. Durham,Sedgefield,Pond in Foxton Lane,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approximate. Spring Lane leading S from Sedgefield leads to Foxton (about 3 km S) and is named Foxton Lane as it approaches Foxton.,amber
Cypris,pubera,,O.F. Mueller,1776,1,Brady & Norman 1889,Cypris pubera O.F. Muller,-1,-11,-5,54,39,20,England,Co. Durham,Seaton Marsh,Pond,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Assumed to be marsh S of Seaton Carew,amber
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-1,-11,-34,54,39,35,England,Co. Durham,Seaton Carew,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Heterocypris,incongruens,,(Ramdohr),1808,1,Brady & Norman 1889,Cypris incongruens Ramdohr,-1,-31,-40,55,4,14,England,Northumberland,Seaton Delaval,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),-1,-31,-40,55,4,14,England,Northumberland,Seaton Delaval,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),-6,-17,-55,49,55,22,England,,Scilly Isles,,,,,,U,,,,,,,,,,,,,,,,Insufficient site information. Approx. coordinates for main island (St Marys).,red
Heterocypris,incongruens,,(Ramdohr),1808,1,Brady & Norman 1889,Cypris incongruens Ramdohr,-1,-11,-34,54,39,35,England,Co. Durham,Seaton Carew,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Pseudocandona,compressa,,(Koch),1838,1,Brady & Norman 1889,Candona pubescens (Koch),-1,-11,-34,54,39,35,England,Co. Durham,Seaton Carew,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,0,23,35,52,44,56,England,Norfolk,Lynn (King's Lynn),River Ouse,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Fabaeformiscandona,fabaeformis,,(Fischer),1851,1,Brady & Norman 1889,Candona fabaeformis (Fischer),0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Ilyocypris,monstrifica,,(Norman),1862,1,Brady & Norman 1889,Limnicythere monstrifica (Norman),0,23,35,52,44,56,England,Norfolk,Lynn (King's Lynn),River Ouse,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Prionocypris,zenkeri,,(Chyzer & Toth),1858,1,Brady & Norman 1889,Erpetocypris serrata (Norman),0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Cypridopsis (?) newtoni Brady & Robertson,0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-1,-40,-42,53,10,50,England,Derbyshire,River Lathkill,,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Insufficient location information. Coordinates approx. for T River Lathkill N of Youlgreave.,red
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,0,-14,-34,52,34,6,England,,Peterborough,River Nene,,,,,U,,6,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Brady & Norman 1889,Cypridopsis variegata n.sp.,0,-14,34,52,34,6,England,,Peterborough,River Nene,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,,amber
Heterocypris,salina,,(Brady),1868,1,Brady & Norman 1889,Cypris prasina Fischer,1,20,59,52,6,16,England,,River Deben,,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Insufficient location information; approx. coordinates for River Deben E of Melton.,red
Psychrodromus,olivaceus,,(Brady & Norman),1889,1,Brady & Norman 1889,Erpetocypris olivaceus n.sp.,-1,-40,-42,53,10,50,England,Derbyshire,River Lathkill,,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Insufficient location information. Coordinates approx. for T River Lathkill N of Youlgreave.,red
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,1,20,59,52,6,16,England,,River Deben,,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Insufficient location information; approx. coordinates for River Deben E of Melton.,red
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,0,16,10,52,23,41,England,,Ely,River Cam,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be the river at Ely, which is actually the Great Ouse - the Cam joins it about 5 km upstream",amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Brady & Norman 1889,Cypridopsis variegata n.sp.,0,16,10,52,23,41,England,,Ely,River Cam,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be the river at Ely, which is actually the Great Ouse - the Cam joins it about 5 km upstream",amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Cypridopsis (?) newtoni Brady & Robertson,0,16,10,52,23,41,England,,Ely,River Cam,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be the river at Ely, which is actually the Great Ouse - the Cam joins it about 5 km upstream",amber
Ilyocypris,monstrifica,,(Norman),1862,1,Brady & Norman 1889,Limnicythere monstrifica (Norman),0,16,10,52,23,41,England,,Ely,River Cam,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be the river at Ely, which is actually the Great Ouse - the Cam joins it about 5 km upstream",amber
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,0,16,10,52,23,41,England,,Ely,River Cam,,,,,U,,5,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Assumed to be the river at Ely, which is actually the Great Ouse - the Cam joins it about 5 km upstream",amber
Heterocypris,incongruens,,(Ramdohr),1808,1,Brady & Norman 1889,Cypris incongruens Ramdohr,-1,-30,0,54,48,52,England,Co. Durham,Rainton,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Assumed to be West Rainton in Co. Durham (East Rainton is adjacent but in Tyne and Wear.,amber
Heterocypris,salina,,(Brady),1868,1,Brady & Norman 1889,Cypris prasina Fischer,-1,-30,0,54,48,52,England,Co. Durham,Rainton,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Assumed to be West Rainton in Co. Durham (East Rainton is adjacent but in Tyne and Wear.,amber
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-4,-15,-49,55,54,7,Scotland,Glasgow,Possil marsh,,,,,,U,,,48,,,,LENTIC,FRESHWATER_MARSH,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Approx. coordinates immediately S of Possil Loch.,amber
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-4,-15,-49,55,54,7,Scotland,Glasgow,Possil marsh,,,,,,U,,,48,,,,LENTIC,FRESHWATER_MARSH,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Approx. coordinates immediately S of Possil Loch.,amber
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-4,-15,-49,55,54,7,Scotland,Glasgow,Possil marsh,,,,,,U,,,48,,,,LENTIC,FRESHWATER_MARSH,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Approx. coordinates immediately S of Possil Loch.,green
Psychrodromus,robertsoni,,(Brady & Norman),1889,1,Brady & Norman 1889,Erpetocypris robertsoni n.sp.,-6,-12,-4,57,24,50,Scotland,Isle of Skye,Portree,River,,,,,U,,,,,,,LOTIC,RIVER,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for river at Portree.,amber
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-1,-52,-19,57,32,24,Scotland,,Peterhead,canal,,,,,U,,,,,,,LOTIC,,CANAL,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Peterhead Canal started but abandoned c. 1800; marshy sections of canal are still visible. Coodinates are approx. for canal section about 4 km NW of Peterhead.,amber
Paracandona,euplectella,,(Robertson),1889,1,Brady & Norman 1889,Candona euplectella Robertson M.S.(1880),-4,-40,-47,55,55,55,Scotland,,Port Glasgow,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Tonnacypris,lutaria,,(Koch),1838,1,Brady & Norman 1889,Erpetocypris strigata (O.F. Muller),-4,-40,-47,55,55,55,Scotland,,Port Glasgow,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,,amber
Plesiocypridopsis,newtoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Cypridopsis (?) newtoni Brady & Robertson,-3,-10,-41,55,37,55,Scotland,,Peebles,Haystoun Dam,,,,,U,,,,,,,LENTIC,,RESERVOIR,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Originally entered as Hayston Dam; assumed to be in the vicinity of a weir and sluice (for a sawmill) in Haystoun Burn at Haystoun (the burn is now dammed upstream of Haystoun but this was not the case in the 19th century).,amber
Psychrodromus,robertsoni,,(Brady & Norman),1889,1,Brady & Norman 1889,Erpetocypris robertsoni n.sp.,-3,-10,-41,55,37,55,Scotland,,Peebles,Haystoun Dam,,,,,U,,,,,,,LENTIC,,RESERVOIR,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Originally entered as Hayston Dam; assumed to be in the vicinity of a weir and sluice (for a sawmill) in Haystoun Burn at Haystoun (the burn is now dammed upstream of Haystoun but this was not the case in the 19th century).,amber
Tonnacypris,lutaria,,(Koch),1838,1,Brady & Norman 1889,Erpetocypris strigata (O.F. Muller),-3,-10,-41,55,37,55,Scotland,,Peebles,Haystoun Dam,,,,,U,,,,,,,LENTIC,,RESERVOIR,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Originally entered as Hayston Dam; assumed to be in the vicinity of a weir and sluice (for a sawmill) in Haystoun Burn at Haystoun (the burn is now dammed upstream of Haystoun but this was not the case in the 19th century).,amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-4,-25,-18,55,50,42,Scotland,,Paisley,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates approx. for centre of town.,amber
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-2,-34,-18,55,31,54,Scotland,,Peebles,Baron Loch,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"This may be Baron's Loch, near Ancrum (approx. 40 km ESE of Peebles) which is shown as an area of marsh on OS maps pre-2000. Coordinates are for this loch but confirmation is still needed.",red
Pseudocandona,rostrata,,(Brady & Norman),1889,1,Brady & Norman 1889,Candona rostrata n.sp.,-3,-11,-40,55,39,10,Scotland,,Peebles,Baron Loch,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Unable to locate Baron Loch. Coordinates approx. for Peebles town.,red
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,1,41,46,52,28,28,England,,Oulton Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,,green
Bradleystrandesia,reticulata,,(Zaddach),1844,1,Brady & Norman 1889,Cypris reticulata Zaddach,-4,-26,-40,55,50,21,Scotland,,Paisley Canal,,,,,,U,,,,,,,LOTIC,,CANAL,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,"Much of the Paisley and Ardrossan Canal is now filled in and built over; the coordinates are arbitrarily chosen for a section that still exists, adjacent to a street named The Moorings.",amber
Eucypris,pigra,,(Fischer),1851,1,Brady & Norman 1889,Erpetocypris tumefacta (Brady & Robertson),-3,-12,0,55,39,0,Scotland,,Peebles,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates approx. for town.,amber
Metacypris,cordata,,Brady & Robertson,1870,1,Brady & Norman 1889,Metacypris cordata Brady & Robertson,-2,-38,-53,52,59,26,England,Shropshire,Ossmere (Oss Mere),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Originally given as Osmere.,green
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,-2,-38,-53,52,59,26,England,Shropshire,Ossmere (Oss Mere),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Originally given as Osmere.,green
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-2,-38,-53,52,59,26,England,Shropshire,Ossmere (Oss Mere),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Originally given as Osmere.,green
Pseudocandona,compressa,,(Koch),1838,1,Brady & Norman 1889,Candona pubescens (Koch),-2,-38,-53,52,59,26,England,Shropshire,Ossmere (Oss Mere),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Originally given as Osmere.,green
Candonopsis,kingsleii,,(Brady & Robertson),1870,1,Brady & Norman 1889,Candona kingsleii Brady & Robertson,1,39,0,52,41,15,England,,Ormesby Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates approx. for northern arm of the broad.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-2,-38,-53,52,59,26,England,Shropshire,Ossmere (Oss Mere),,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Originally given as Osmere.,green
Fabaeformiscandona,fabaeformis,,(Fischer),1851,1,Brady & Norman 1889,Candona fabaeformis (Fischer),1,39,0,52,41,15,England,,Ormesby Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates approx. for northern arm of the broad.,amber
Notodromas,monacha,,(O.F. Mueller),1776,1,Brady & Norman 1889,Notodromas monacha (Muller),-9,-31,-52,53,53,25,Ireland,Co. Mayo,Newport,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates approx. for pond NE of village.,amber
Sarscypridopsis,aculeata,,(Costa),1847,1,Brady & Norman 1889,Cypridopsis aculeata (Lilljeborg),-9,-31,-52,53,53,25,Ireland,Co. Mayo,Newport,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,Coordinates approx. for pond NE of village.,amber
Bradleycypris,obliqua,,(Brady),1868,1,Brady & Norman 1889,Cypris obliqua Brady,-1,-23,-42,53,39,5,England,Yorkshire,Nostell Lake,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,,,Upper Lake of three interconnected small lakes at Nostell Priory.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,1,39,0,52,41,15,England,,Ormesby Broad,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,HISTORICAL_(A.D.),,Coordinates approx. for northern arm of the broad.,amber
Cypria,exsculpta,,(Fischer),1855,1,Brady & Norman 1889,Cypria exsculpta (Fischer),-1,-31,-55,55,10,55,England,Northumberland,Newbiggin,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Coordinates approx, arbitrarily chosen for one of four ponds W of town (Newbiggin-by-the-Sea).",amber
Potamocypris,variegata,,(Brady & Norman),1889,1,Brady & Norman 1889,Cypridopsis variegata n.sp.,-6,-25,0,54,35,0,Ireland,,Lough Neagh,Pools,,,,,U,,,,,,,LENTIC,POND,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for centre of lough.,amber
Darwinula,stevensoni,,(Brady & Robertson),1870,1,Brady & Norman 1889,Darwinula stevensoni Brady & Robertson,-2,-39,-27,53,0,15,England,Shropshire,Marbury Mere,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates for Marbury Big Mere (there is also an adjacent Little Mere).,amber
Potamocypris,villosa,,(Jurine),1820,1,Brady & Norman 1889,Cypridopsis villosa (Jurine),-1,-31,-55,55,10,55,England,Northumberland,Newbiggin,,,,,,U,,,,,,,,,,,FRESHWATER,,,,,"Coordinates approx, arbitrarily chosen for one of four ponds W of town (Newbiggin-by-the-Sea).",amber
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,-9,-33,-5,53,43,47,Ireland,Co._Mayo,Lough Moher (Westport),,,,,,U,,120,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for centre of lough.,amber
Limnocythere,sanctipatricii,,(Brady & Robertson),1869,1,Brady & Norman 1889,Limnicythere sancti-patricii Brady & Robertson,-6,-25,0,54,35,0,Ireland,,Lough Neagh,,,,,,U,,0,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for centre of lough.,amber
Fabaeformiscandona,caudata,,(Kaufmann),1900,1,Brady & Norman 1889,Candona elongata n.sp.,-6,-25,0,54,35,0,Ireland,,Lough Neagh,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,Coordinates approx. for centre of lough.,amber
Metacypris,cordata,,Brady & Robertson,1870,1,Brady & Norman 1889,Metacypris cordata Brady & Robertson,-9,-8,-42,53,18,50,Ireland,Galway,Lough Aubwee,,,,,,U,,,,,,,LENTIC,LAKE,,PERMANENT,FRESHWATER,,,POST_LAST_GLACIATION,,"Lough Aubwee identified on early OS map, but is not shown on modern maps, having been infilled with vegetation or drained.",green
